Chapter,Verse,Unformatted Text,Keywords
21,21,Whoever pursues righteousness and kindness will find life righteousness and honor,"righteousness, kindness, honor"
21,22,A wise man scales the city of the mighty and brings down the stronghold in which they trust,"wise, mighty, trust"
21,23,Whoever keeps his mouth and his tongue keeps himself out of trouble,trouble
21,24,Scoffer is the name of the arrogant haughty man who acts with arrogant pride,"arrogant, pride"
21,25,The desire of the sluggard kills him for his hands refuse to labor,"desire, sluggard, labor"
21,26,ll day long he craves and craves but the righteous gives and does not hold back,"craves, righteous"
21,27,The sacrifice of the wicked is an abomination how much more when he brings it with evil intent,"sacrifice, wicked, abomination"
21,28,A false witness will perish but the word of a man who hears will endure,perish
21,29,A wicked man puts on a bold face but the upright gives thought to his ways,"wicked, upright"
21,30,No wisdom no understanding no counsel can avail against the Lord,"wisdom, understanding, counsel, avail"
21,31,The horse is made ready for the day of battle but the victory belongs to the Lord,"battle, victory"
22,1,A good name is to be chosen rather than great riches and favor is better than silver or gold,"name, riches, favor"
22,2,The rich and the poor meet together the Lord is the Maker of them all,"rich, poor, lord"
22,3,The prudent sees danger and hides himself but the simple go on and suffer for it,"prudent, danger, suffering"
22,4,The reward for humility and fear of the Lord is riches and honor and life,"humility, fear, riches"
22,5,Thorns and snares are in the way of the crooked whoever guards his soul will keep far from them,"thorns, snares, guarding"
22,6,Train up a child in the way he should go even when he is old he will not depart from it,"train, child, way"
22,7,The rich rules over the poor and the borrower is the slave of the lender,"rich rules, borrower, slave"
22,8,Whoever sows injustice will reap calamity and the rod of his fury will fail,"injustice, calamity, fury"
22,9,Whoever has a bountiful eye will be blessed for he shares his bread with the poor,"bountiful eye, blessed, sharing"
22,10,Drive out a scoffer and strife will go out and quarreling and abuse will cease,"drive out, scoffer, cease"
22,11,He who loves purity of heart and whose speech is gracious will have the king as his friend,"purity, heart, king"
22,12,The eyes of the Lord keep watch over knowledge but he overthrows the words of the traitor,"eyes, lord, knowledge"
22,13,The sluggard says There is a lion outside I shall be killed in the streets,"sluggard, lion, fear"
22,14,The mouth of forbidden women is a deep pit he with whom the Lord is angry will fall into it,"forbidden women, pit, anger"
22,15,Folly is bound up in the heart of a child but the rod of discipline drives it far from him,"folly, heart, discipline"
22,16,Whoever oppresses the poor to increase his own wealth or gives to the rich will only come to poverty,"oppresses, poor, poverty"
22,17,Incline your ear and hear the words of the wise and apply your heart to my knowledge,"incline, ear, wise"
22,18,for it will be pleasant if you keep them within you if all of them are ready on your lips,"pleasant, keep, lips"
22,19,That your trust may be in the Lord I have made them known to you today even to you,"trust, lord, known"
22,20,Have I not written for you thirty sayings of counsel and knowledge,"written, sayings, knowledge"
22,21,to make you know what is right and true that you may give a true answer to those who sent you,"right, true, answer"
22,22,Do not rob the poor because he is poor or crush the afflicted at the gate,"rob, poor, afflicted"
22,23,for the Lord will plead their cause and rob of life those who rob them,"lord pleads, cause, life"
22,24,Make no friendship with a man given to anger nor go with a wrathful man,"no friendship, anger, wrathful"
22,25,lest you learn his ways and entangle yourself in a snare,"learn, ways, snare"
22,26,Be not one of those who give pledges who put up security for debts,"no pledges, security, debts"
22,27,If you have nothing with which to pay why should your bed be taken from under you,"nothing, pay, bed"
22,28,Do not move the ancient landmark that your fathers have set,"do not move, landmark, fathers"
22,29,Do you see a man skillful in his work He will stand before kings he will not stand before obscure men,"skillful, work, kings"
23,1,When you sit down to eat with a ruler observe carefully what is before you,"eat, ruler, observe"
23,2,and put a knife to your throat if you are given to appetite,"knife, throat, appetite"
23,3,Do not desire his delicacies for they are deceptive food,"desire, delicacies, deceptive, food, acquire"
23,4,Do not toil to acquire wealth be discerning enough to desist,"wealth, toil, discerning, desist"
23,5,When your eyes light on it it is gone for suddenly it sprouts wings flying like an eagle toward heaven,"eyes, light, sprout, wings, flying, heaven"
23,6,Do not eat the bread of a man who is stingy do not desire his delicacies,"eat, bread, man, stingy, delicacies"
23,7,for he is like one who is inwardly calculating Eat and drink he says to you but his heart is not with you,"eat, drink, heart"
23,8,You will vomit up the morsels that you have eaten and waste your pleasant words,"vomit, morsels, eaten, waste, pleasant, words"
23,9,Do not speak in the hearing of a fool for he will despise the good sense of your words,"speak, fool, despise, good sense, words"
23,10,Do not move an ancient landmark or enter the fields of the fatherless,"move, ancient, landmark, enter, fields, fatherless"
23,11,for their Redeemer is strong he will plead their cause against you,"Redeemer, strong, plead, cause"
23,12,Apply your heart to instruction and your ear to words of knowledge,"apply, heart, instruction, ear, words, knowledge"
23,13,Do not withhold discipline from a child if you strike him with a rod he will not die,"withhold, discipline, child, strike, rod, die"
23,14,If you strike him with the rod you will save his soul from Sheol,"strike, rod, save, soul, Sheol"
23,15,My son if your heart is wise my heart too will be glad,"son, heart, wise, glad"
23,16,My inmost being will exult when your lips speak what is right,"inmost, exult, lips, right"
23,17,Let not your heart envy sinners but continue in the fear of the Lord all the day,"heart, envy, sinners, fear, Lord, day"
23,18,Surely there is a future and your hope will not be cut off,"future, hope, cut off"
23,19,Hear my son and be wise and direct your heart in the way,"hear, son, wise, direct, heart, way"
23,20,Be not among drunkards or among gluttonous eaters of meat,"drunkards, gluttonous, eaters, meat"
23,21,for the drunkard and the glutton will come to poverty and slumber will clothe them with rags,"drunkard, glutton, poverty, slumber, clothe, rags"
23,22,Listen to your father who gave you life and do not despise your mother when she is old,"listen, father, gave, life, despise, mother, old"
23,23,Buy truth and do not sell it buy wisdom instruction and understanding,"buy, truth, sell, wisdom, instruction, understanding"
23,24,The father of the righteous will greatly rejoice he who fathers a wise son will be glad in him,"father, righteous, rejoice, fathers, wise, son, glad"
23,25,Let your father and mother be glad let her who bore you rejoice,"father, mother, glad, bore, rejoice"
23,26,My son give me your heart and let your eyes observe my ways,"son, give, heart, eyes, observe, ways"
23,27,For a prostitute is a deep pit an adulteress is a narrow well,"prostitute, deep, pit, adulteress, narrow, well"
23,28,She lies in wait like a robber and increases the traitors among mankind,"lies, wait, robber, increases, traitors, mankind"
23,29,Who has woe Who has sorrow Who has strife Who has complaining Who has wounds without cause Who has redness of eyes,"woe, sorrow, strife, complaining, wounds, cause, redness, eyes"
23,30,Those who tarry long over wine those who go to try mixed wine,"tarry, long, wine, try, mixed"
23,31,Do not look at wine when it is red when it sparkles in the cup and goes down smoothly,"look, wine, red, sparkles, cup, smoothly"
23,32,In the end it bites like a serpent and stings like an adder,"end, bites, serpent, stings, adder"
23,33,Your eyes will see strange things and your heart utter perverse things,"eyes, see, strange, heart, utter, perverse"
23,34,You will be like one who lies down in the midst of the sea like one who lies on the top of a mast,"lies, midst, sea, lies, top, mast"
23,35,They struck me you will say but I was not hurt they beat me but I did not feel it When shall I awake I must have another drink,"struck, hurt, beat, feel, awake, drink"
24,1,Be not envious of evil men nor desire to be with them,"envious, evil, men"
24,2,for their hearts device violence and their lips talk of trouble,"desire, hearts, violence"
24,3,By wisdom a house is built and by understanding it is established,"wisdom, house, built"
24,4,by knowledge the rooms are filled with all precious and pleasant riches,"understanding, established, knowledge"
24,5,A wise man is full of strength and a man of knowledge enhances his might,"wise, strength, knowledge"
24,6,for by wise guidance you can wage your war and in abundance of counselors there is victory,"wise, guidance, war"
24,7,Wisdom is too high for a fool in the gate he does not open his mouth,"wisdom, high, fool"
24,8,Whoever plans to do evil will be called a schemer,"plans, evil, schemer"
24,9,The devising of folly is sin and the scoffer is an abomination to mankind,"devising, folly, sin"
24,10,If you faint in the day of adversity your strength is small,"faint, day, adversity"
24,11,Rescue those who are being taken away to death hold back those who are stumbling to the slaughter,"rescue, death, stumbling"
24,12,If you say Behold we did not know this does not he who weighs the heart perceive it Does not he who keeps watch over your soul know it and will he not repay man according to his work,"heart, perceive, watch"
24,13,My son eat honey for it is good and the drippings of the honeycomb are sweet to your taste,"eat, honey, good"
24,14,Know that wisdom is such to your soul if you find it there will be a future and your hope will not be cut off,"wisdom, soul, future"
24,15,Lie not in wait as a wicked man against the dwelling of the righteous do no violence to his home,"lie, wait, wicked"
24,16,or the righteous falls seven times and rises again but the wicked stumble in times of calamity,"righteous, falls, rises"
24,17,Do not rejoice when your enemy falls and let not your heart be glad when he stumbles,"rejoice, enemy, falls"
24,18,lest the Lord see it and be displeased and turn away his anger from him,"lord, displeased, anger"
24,19,Fret not yourself because of evildoers and be not envious of the wicked,"fret, evildoers, envious"
24,20,for the evil man has no future the lamp of the wicked will be put out,"evil, future, lamp"
24,21,My son fear the Lord and the king and do not join with those who do otherwise,"fear, lord, king"
24,22,for disaster will arise suddenly from them and who knows the ruin that will come from them both,"disaster, arise, ruin"
24,23,These also are sayings of the wise Partiality in judging is not good,"sayings, wise"
24,24,Whoever says to the wicked You are in the right will be cursed by peoples abhorred by nations,"partiality, judging, not good"
24,25,but those who rebuke the wicked will have delight and a good blessing will come upon them,"whoever, rebuke, wicked, delight, blessing"
24,26,Whoever gives an honest answer kisses the lips,"honest, answer, kisses, lips"
24,27,Prepare your work outside get everything ready for yourself in the field and after that build your house,"prepare, work, outside, ready, field, build, house"
24,28,Be not a witness against your neighbor without cause and do not deceive with your lips,"not, witness, neighbor, cause, deceive, lips"
24,29,Do not say I will do to him as he has done to me I will pay the man back for what he has done,"not say, do, him, done, pay, man, back"
24,30,I passed by the field of a sluggard by the vineyard of a man lacking sense,"passed by, field, sluggard, vineyard, man, lacking sense"
24,31,and behold it was all overgrown with thorns the ground was covered with nettles and its stone wall was broken down,"behold, overgrown, thorns, ground, covered, nettles, stone wall, broken down"
24,32,Then I saw and considered it I looked and received instruction,"saw, considered, looked, received, instruction"
24,33,A little sleep a little slumber a little folding of the hands to rest,"little sleep, little slumber, little folding, hands, rest"
24,34,and poverty will come upon you like a robber and want like an armed man,"poverty, come, robber, want, like, armed, man"
25,1,These also are proverbs of Solomon which the men of Hezekiah king of Judah copied,"Proverbs, Hezekiah, copied"
25,2,It is the glory of God to conceal things but the glory of kings is to search things out,"Glory, God, conceal"
25,3,As the heavens for height and the earth for depth so the heart of kings is unsearchable,"Heavens, earth, kings"
25,4,Take away the dross from the silver and the smith has material for a vessel,"Take away, dross, silver"
25,5,take away the wicked from the presence of the king and his throne will be established in righteousness,"Take away, wicked, throne"
25,6,Do not put yourself forward in the kings presence or stand in the place of the great,"Do not, put forward"
25,7,for it is better to be told Come up here than to be put lower in the presence of a noble What your eyes have seen,"Better to be told, come up here"
25,8,do not hastily bring into court for what will you do in the end when your neighbor puts you to shame,"Do not hastily, bring to court"
25,9,Argue your case with your neighbor himself and do not reveal anothers secret,"Argue, case, neighbor"
25,10,lest he who hears you bring shame upon you and your ill repute have no end,"Lest, shame upon"
25,11,A word fitly spoken is like apples of gold in a setting of silver,"Word, fitly spoken"
25,12,Like a gold ring or an ornament of gold is a wise reprover to a listening ear,"Gold ring, wise reprover"
25,13,Like the cold of snow in the time of harvest is a faithful messenger to those who send him,"Cold of snow, faithful messenger"
25,14,Like clouds and wind without rain is a man who boasts of a gift he does not give,"Clouds, wind, without rain"
25,15,With patience a ruler may be persuaded and a soft tongue will break a bone,"Patience, ruler persuaded"
25,16,If you have found honey eat only enough for you lest you have your fill of it and vomit it,"Found honey, eat enough"
25,17,Let your foot be seldom in your neighbors house lest he have his fill of you and hate you,"Let foot seldom, neighbor's house"
25,18,A man who bears false witness against his neighbor is like a war club or a sword or a sharp arrow,"Man, false witness"
25,19,Trusting in a treacherous man in time of trouble is like a bad tooth or a foot that slips,"Trusting, treacherous man"
25,20,Whoever sings songs to a heavy heart is like one who takes off a garment on a cold day and like vinegar on soda,"Sing songs, heavy heart"
25,21,If your enemy is hungry give him bread to eat and if he is thirsty give him water to drink,"Enemy hungry, give"
25,22,for you will heap burning coals on his head and the Lord will reward you,Heap burning coals
25,23,The north wind brings forth rain and a backbiting tongue angry looks,"North wind, rain"
25,24,It is better to live in a corner of the housetop than in a house shared with a quarrelsome wife,"Better to live, corner housetop"
25,25,Like cold water to a thirsty soul so is good news from a far country,"Cold water, thirsty soul"
25,26,Like a muddied spring or a polluted fountain is a righteous man who gives way before the wicked,"Muddied spring, polluted fountain"
25,27,It is not good to eat much honey nor is it glorious to seek ones own glory,"Not good, eat much"
25,28,A man without selfcontrol is like a city broken into and left without walls,"Man, self-control, city"
26,1,Like snow in summer or rain in harvest so honor is not fitting for a fool,"fool, honor, unfitting"
26,2,Like a sparrow in its flitting like a swallow in its flying a curse that is causeless does not alight,"sparrow, swallow, causeless curse"
26,3,A whip for the horse a bridle for the donkey and a rod for the back of fools,"whip, bridle, rod, fools"
26,4,Answer not a fool according to his folly lest you be like him yourself,"not answering, folly, becoming like a fool"
26,5,Answer a fool according to his folly lest he be wise in his own eyes,"answering, folly, preventing self-deception"
26,6,Whoever sends a message by the hand of a fool cuts off his own feet and drinks violence,"message, fool, self-harm, violence"
26,7,Like a lame mans legs which hang useless is a proverb in the mouth of fools,"proverb, fools"
26,8,Like one who binds the stone in the sling is one who gives honor to a fool,"binding stone, giving honor, fool"
26,9,Like a thorn that goes up into the hand of a drunkard is a proverb in the mouth of fools,"thorn, hand of drunkard, proverb, fools"
26,10,Like an archer who wounds everyone is one who hires a passing fool or drunkard,"archer, hiring fool, drunkard"
26,11,Like a dog that returns to his vomit is a fool who repeats his folly,"dog, returning to vomit, repeating folly"
26,12,Do you see a man who is wise in his own eyes There is more hope for a fool than for him,"man, wise in own eyes, hope for fool"
26,13,The sluggard says There is a lion in the road There is a lion in the streets,"sluggard, lion in the road, lion in the streets"
26,14,As a door turns on its hinges so does a sluggard on his bed,"door, sluggard, turning on hinges"
26,15,The sluggard buries his hand in the dish it wears him out to bring it back to his mouth,"sluggard, burying hand, weariness"
26,16,The sluggard is wiser in his own eyes than seven men who can answer sensibly,"sluggard, wiser in own eyes, lack of sensibility"
26,17,Whoever meddles in a quarrel not his own is like one who takes a passing dog by the ears,"meddling, quarrel, taking passing dog by ears"
26,18,Like a madman who throws firebrands arrows and death,"madman, throwing firebrands, arrows, death"
26,19,is the man who deceives his neighbor and says I am only joking,"deceiver, joking"
26,20,For lack of wood the fire goes out and where there is no whisperer quarreling ceases,"fire going out, lack of whisperer, ceasing quarreling"
26,21,As charcoal to hot embers and wood to fire so is a quarrelsome man for kindling strife,"charcoal, embers, wood, fire, quarrelsome man, kindling strife"
26,22,The words of a whisperer are like delicious morsels they go down into the inner parts of the body,"whisperer, delicious morsels, inner parts of the body"
26,23,Like the glaze covering an earthen vessel are fervent lips with an evil heart,"glaze, earthen vessel, fervent lips, evil heart"
26,24,Whoever hates disguises himself with his lips and harbors deceit in his heart,"hating, disguises with lips, harboring deceit"
26,25,when he speaks graciously believe him not for there are seven abominations in his heart,"speaking graciously, not believing, seven abominations"
26,26,though his hatred be covered with deception his wickedness will be exposed in the assembly,"hatred covered with deception, exposed wickedness, assembly"
26,27,Whoever digs a pit will fall into it and a stone will come back on him who starts it rolling,"digging pit, falling into it, stone coming back"
26,28,A lying tongue hates its victims and a flattering mouth works ruin,"lying tongue, hating victims, flattering mouth, working ruin"
27,1,Do not boast about tomorrow for you do not know what a day may bring,"Humility, Uncertainty"
27,2,Let another praise you and not your own mouth a stranger and not your own lips,"Humility, Praise, Recognition"
27,3,A stone is heavy and sand is weighty but a fools provocation is heavier than both,"Foolishness, Provocation"
27,4,Wrath is cruel anger is overwhelming but who can stand before jealousy,"Emotions, Jealousy"
27,5,Better is open rebuke than hidden love,"Communication, Honesty"
27,6,Faithful are the wounds of a friend profuse are the kisses of an enemy,"Friendship, Loyalty, Betrayal"
27,7,One who is full loathes honey but to one who is hungry everything bitter is sweet,"Contentment, Perspective"
27,8,Like a bird that strays from its nest is a man who strays from his home,"Friendship, Counsel"
27,9,Oil and perfume make the heart glad and the sweetness of a friend comes from his earnest counsel,"Wisdom, Friendship, Counsel"
27,10,Do not forsake your friend and your fathers friendand do not go to your brothers house in the day of your calamity Better is a neighbor who is near than a brother who is far away,"Friendship, Wisdom, Support"
27,11,Be wise my son and make my heart glad that I may answer him who reproaches me,"Wisdom, Responsibility"
27,12,The prudent sees danger and hides himselfbut the simple go on and suffer for it,"Prudence, Danger, Caution"
27,13,Take a mans garment when he has put up security for a stranger and hold it in pledge when he puts up security for an adulteress,"Responsibility, Guarantees"
27,14,Whoever blesses his neighbor with a loud voice rising early in the morning will be counted as cursing,"Communication, Timing"
27,15,A continual dripping on a rainy day and a quarrelsome wife are alike,"Annoyances, Relationships"
27,16,to restrain her is to restrain the wind or to grasp oil in ones right hand,"Conflict, Relationships"
27,17,Iron sharpens iron and one man sharpens another,"Mutual Improvement, Collaboration"
27,18,Whoever tends a fig tree will eat its fruit and he who guards his master will be honored,"Responsibility, Honor"
27,19,As in water face reflects face so the heart of man reflects the man,"Reflection, Character"
27,20,Sheol and Abaddon are never satisfied and never satisfied are the eyes of man,"Desires, Insatiability"
27,21,The crucible is for silver and the furnace is for gold and a man is tested by his praise,"Testing, Praise, Character"
27,22,Crush a fool in a mortar with a pestle along with crushed grain yet his folly will not depart from him,"Folly, Consequences"
27,23,Know well the condition of your flocks and give attention to your herds,"Responsibility, Attention"
27,24,for riches do not last forever and does a crown endure to all generations,"Impermanence, Wealth, Legacy"
27,25,When the grass is gone and the new growth appears and the vegetation of the mountains is gathered,"Seasons, Provision, Sustainability"
27,26,the lambs will provide your clothing and the goats the price of a field,"Provision, Sustainability, Contribution"
27,27,There will be enough goats milk for your food for the food of your household and maintenance for your girls,"Provision, Household Management, Sustainability"
28,1,The wicked flee when no one pursues but the righteous are bold as a lion,"wickedness, righteousness, boldness, courage"
28,2,When a land transgresses it has many rulers but with a man of understanding and knowledge its stability will long continue,"transgression, rulership, understanding, knowledge, stability"
28,3,A poor man who oppresses the poor is a beating rain that leaves no food,"oppression, poverty, rain, famine"
28,4,Those who forsake the law praise the wicked but those who keep the law strive against them,"forsaking, law, praise, wickedness, opposition"
28,5,Evil men do not understand justice but those who seek the Lord understand it completely,"evil, justice, seeking the Lord, understanding"
28,6,Better is a poor man who walks in his integrity than a rich man who is crooked in his ways,"integrity, crookedness, understanding, exposure"
28,7,The one who keeps the law is a son with understanding but a companion of gluttons shames his father,"law-keeping, understanding, companionship, shame"
28,8,Whoever multiplies his wealth by interest and profit gathers it for him who is generous to the poor,"wealth accumulation, generosity, poverty"
28,9,If one turns away his ear from hearing the law even his prayer is an abomination,"neglecting the law, prayer, abomination"
28,10,Whoever misleads the upright into an evil way will fall into his own pit but the blameless will have a goodly inheritance,"misleading, falling into a pit, blamelessness, inheritance"
28,11,A rich man is wise in his own eyes but a poor man who has understanding will find him out,"pride, self-deception, exposure"
28,12,When the righteous triumph there is great glory but when the wicked rise people hide themselves,"triumph, glory, rise, hiding"
28,13,Whoever conceals his transgressions will not prosper but he who confesses and forsakes them will obtain mercy,"concealment, confession, mercy"
28,14,Blessed is the one who fears the Lord always but whoever hardens his heart will fall into calamity,"blessing, fear of the Lord, calamity"
28,15,Like a roaring lion or a charging bear is a wicked ruler over a poor people,"wicked rulership, oppression, hiding"
28,16,A ruler who lacks understanding is a cruel oppressor but he who hates unjust gain will prolong his days,"rulership, understanding, just gain, longevity"
28,17,If one is burdened with the blood of another he will be a fugitive until death let no one help him,"guilt, fugitive, no help"
28,18,Whoever walks in integrity will be delivered but he who is crooked in his ways will suddenly fall,"integrity, deliverance, crookedness, downfall"
28,19,Whoever works his land will have plenty of bread but he who follows worthless pursuits will have plenty of poverty,"hard work, abundance, worthless pursuits, poverty"
28,20,A faithful man will abound with blessings but whoever hastens to be rich will not go unpunished,"faithfulness, blessings, hastiness, punishment"
28,21,To show partiality is not good but for a piece of bread a man will do wrong,"partiality, wrongdoing, bread"
28,22,A stingy man hastens after wealth and does not know that poverty will come upon him,"greed, hastiness, ignorance, poverty"
28,23,Whoever rebukes a man will afterward find more favor than he who flatters with his tongue,"rebuke, favor, flattery, tongue"
28,24,Whoever robs his father or his mother and says That is no transgression is a companion to a man who destroys,"robbery, transgression, complicity, destruction"
28,25,A greedy man stirs up strife but the one who trusts in the Lord will be enriched,"greed, strife, trust in the Lord, enrichment"
28,26,Whoever trusts in his own mind is a fool but he who walks in wisdom will be delivered,"foolishness, trust, wisdom, deliverance"
28,27,Whoever gives to the poor will not want but he who hides his eyes will get many a curse,"generosity, lack, curse"
28,28,When the wicked rise people hide themselves but when they perish the righteous increase,"wickedness, hiding, righteousness, increase"
29,1,He who is often reproved yet stiffens his neck will suddenly be broken beyond healing,"reproval, stubbornness, brokenness, healing"
29,2,When the righteous increase the people rejoice but when the wicked rule the people groan,"righteousness, rejoicing, wickedness, groaning"
29,3,He who loves wisdom makes his father glad but a companion of prostitutes squanders his wealth,"wisdom, gladness, companionship, squandering"
29,4,By justice a king builds up the land but he who exacts gifts tears it down,"justice, building, tearing down"
29,5,A man who flatters his neighbor spreads a net for his feet,"flattery, net, ensnarement"
29,6,An evil man is ensnared in his transgression but a righteous man sings and rejoices,"evil, transgression, righteousness, singing, rejoicing"
29,7,A righteous man knows the rights of the poor a wicked man does not understand such knowledge,"righteousness, knowledge, scoffing, city aflame, turning away wrath"
29,8,Scoffers set a city aflame but the wise turn away wrath,"wise man, argument, fool, rage, laughter, quiet"
29,9,If a wise man has an argument with a fool the fool only rages and laughs and there is no quiet,"bloodthirsty, blameless, seeking life, upright"
29,10,Bloodthirsty men hate one who is blameless and seek the life of the upright,"foolishness, venting, wisdom, restraint"
29,11,A fool gives full vent to his spirit but a wise man quietly holds it back,"ruler, falsehood, wicked officials"
29,12,If a ruler listens to falsehood all his officials will be wicked,"poor, oppressor, meeting, light"
29,13,The poor man and the oppressor meet together the Lord gives light to the eyes of both,"king, judgment, poor, throne"
29,14,If a king faithfully judges the poor his throne will be established forever,"rod, reproof, wisdom, discipline, shame"
29,15,The rod and reproof give wisdom but a child left to himself brings shame to his mother,"wickedness, transgression, righteousness, downfall"
29,16,When the wicked increase transgression increases but the righteous will look upon their downfall,"discipline, rest, delight"
29,17,Discipline your son and he will give you rest he will give delight to your heart,"prophetic vision, casting off restraint, blessedness, keeping the law"
29,18,Where there is no prophetic vision the people cast off restraint but blessed is he who keeps the law,"mere words, discipline, servant, understanding, no response"
29,19,By mere words a servant is not disciplined for though he understands he will not respond,"hasty words, hope, fool"
29,20,Do you see a man who is hasty in his words There is more hope for a fool than for him,"pampering, servant, childhood, heir"
29,21,Whoever pampers his servant from childhood will in the end find him his heir,"wrath, strife, anger, transgression"
29,22,A man of wrath stirs up strife and one given to anger causes much transgression,"pride, lowliness, honor"
29,23,Ones pride will bring him low but he who is lowly in spirit will obtain honor,"partner, thief, hatred, life, curse, disclosure"
29,24,The partner of a thief hates his own life he hears the curse but discloses nothing,"fear of man, snare, trust in the Lord, safety"
29,25,The fear of man lays a snare but whoever trusts in the Lord is safe,"seeking, ruler, justice"
29,26,Many seek the face of a ruler but it is from the Lord that a man gets justice,"unjust, abomination, righteous, way, abomination, wicked"
29,27,An unjust man is an abomination to the righteous but one whose way is straight is an abomination to the wicked,
30,1,The words of Agur son of Jakeh The oracle The man declares I am weary O God I am weary O God and worn out,"Agur, oracle, weary, God"
30,2,Surely I am too stupid to be a man I have not the understanding of a man,"stupid, understanding, man"
30,3,I have not learned wisdom nor have I knowledge of the Holy One,"wisdom, knowledge, Holy One"
30,4,Who has ascended to heaven and come down Who has gathered the wind in his fists Who has wrapped up the waters in a garment Who has established all the ends of the earth What is his name and what is his sons nameSurely you know,"ascended, heaven, wind, waters, earth, name, son’s name"
30,5,Every word of God proves true he is a shield to those who take refuge in him,"Word of God, true, shield, refuge"
30,6,Do not add to his words lest he rebuke you and you be found a liar,"add, words, rebuke, liar"
30,7,Two things I ask of you deny them not to me before I die,"two things, ask, deny, before I die"
30,8,Remove far from me falsehood and lying give me neither poverty nor riches feed me with the food that is needful for me,"remove, falsehood, lying, poverty, riches, needful"
30,9,lest I be full and deny you and say Who is the Lord or lest I be poor and steal and profane the name of my God,"full, deny, poor, steal, profane, God"
30,10,Do not slander a servant to his master lest he curse you and you be held guilty,"slander, servant, master, curse, guilty"
30,11,There are those who curse their fathers and do not bless their mothers,"curse, fathers, bless, mothers"
30,12,There are those who are clean in their own eyes but are not washed of their filth,"clean, eyes, washed, filth"
30,13,There are those-how lofty are their eyes how high their eyelids lift,"lofty, eyes, high, eyelids"
30,14,There are those whose teeth are swords whose fangs are knives to devour the poor from off the earth the needy from among mankind,"teeth, swords, fangs, knives, devour, poor, needy"
30,15,The leech has two daughters Give and Give Three things are never satisfied four never say Enough,"eech, daughters, give, enough, Sheol, barren womb, land, fire"
30,16,Sheol the barren womb the land never satisfied with water and the fire that never says Enough,"Sheol, barren womb, land, fire, enough"
30,17,The eye that mocks a father and scorns to obey a mother will be picked out by the ravens of the valley and eaten by the vultures,"eye, mocks, father, scorns, obey, mother, ravens, valley, vultures"
30,18,Three things are too wonderful for me four I do not understand,"wonderful, eagle, sky, serpent, rock, ship, high seas, man, virgin"
30,19,the way of an eagle in the sky the way of a serpent on a rock the way of a ship on the high seas and the way of a man with a virgin,"eagle, sky, serpent, rock, ship, high seas, man, virgin"
30,20,This is the way of an adulteress she eats and wipes her mouth and says I have done no wrong,"adulteress, eats, wipes mouth, no wrong"
30,21,Under three things the earth trembles under four it cannot bear up,"earth, trembles, four, bear up"
30,22,a slave when he becomes king and a fool when he is filled with food,"slave, king, fool, filled with food"
30,23,an unloved woman when she gets a husband and a maidservant when she displaces her mistress,"unloved woman, husband, maidservant, displaces mistress"
30,24,Four things on earth are small but they are exceedingly wise,"four things, small, exceedingly wise"
30,25,the ants are a people not strong yet they provide their food in the summer,"ants, people, not strong, provide, food, summer"
30,26,the rock badgers are a people not mighty yet they make their homes in the cliffs,"rock badgers, people, not mighty, homes, cliffs"
30,27,the locusts have no king yet all of them march in rank,"locusts, no king, march, rank"
30,28,the lizard you can take in your hands yet it is in kings palaces,"lizard, kings’ palaces"
30,29,Three things are stately in their tread four are stately in their stride,"three things, stately, tread, four, stride"
30,30,the lion which is mightiest among beasts and does not turn back before any,"lion, mightiest, beasts, not turn back"
30,31,the strutting rooster the he-goat and a king whose army is with him,"strutting rooster, he-goat, king, army"
30,32,If you have been foolish exalting yourself or if you have been devising evil put your hand on your mouth,"foolish, exalting, evil, hand on mouth"
30,33,For pressing milk produces curds pressing the nose produces blood and pressing anger produces strife,"pressing, milk, produces curds, nose, produces blood, anger, produces strife"
31,1,The words of King Lemuel An oracle that his mother taught him,"King Lemuel, oracle"
31,2,What are you doing my son What are you doing son of my womb What are you doing son of my vows,"son, womb, vows"
31,3,Do not give your strength to women your ways to those who destroy kings,"strength, women, destroy, kings"
31,4,It is not for kings O Lemuel it is not for kings to drink wine or for rulers to take strong drink,"kings, Lemuel, wine, rulers, strong drink"
31,5,lest they drink and forget what has been decreed and pervert the rights of all the afflicted," drink, forget, decreed, pervert, rights, afflicted "
31,6,Give strong drink to the one who is perishing and wine to those in bitter distress,"strong drink, perishing, wine, bitter distress"
31,7,let them drink and forget their poverty and remember their misery no more,"drink, forget, poverty, remember, misery"
31,8,Open your mouth for the mute for the rights of all who are destitute,"open mouth, mute, rights, destitute"
31,9,Open your mouth judge righteously defend the rights of the poor and needy," open mouth, judge, righteously, defend, rights, poor, needy"
31,10,An excellent wife who can find She is far more precious than jewels,"excellent wife, find, precious, jewels"
31,11,The heart of her husband trusts in her and he will have no lack of gain,"eart, husband, trusts, no lack, gain"
31,12,She does him good and not harm all the days of her life,"good, harm, days, life"
31,13,She seeks wool and flax and works with willing hands,"seeks, wool, flax, works, willing hands "
31,14,She is like the ships of the merchant she brings her food from afar,"ships, merchant, brings, food, afar"
31,15,She rises while it is yet night and provides food for her household and portions for her maidens,"rises, night, provides, food, household, portions, maidens"
31,16,She considers a field and buys it with the fruit of her hands she plants a vineyard,"considers, field, buys, fruit, hands, plants, vineyard"
31,17,She dresses herself with strength and makes her arms strong,"dresses, strength, makes, arms, strong"
